ratings,reviews
5,아아오오우우야야아내
5,빠르게 잘 받았고 설치까지 잘 되네요
5,맛있어요 가격도 저렴하고요
5,아아가 좋아하는 캐릭터라 집중해서 하네요
5,너무 맘에 들어요 ㅋㅋ 사이즈도 생각한 대로 딱 적당하고 가격 때문에 기대 안 했는데 튼튼하고 성능도 좋아요 유용하게 잘 쓸게 오
5,저렴하게 구입해서 너무 좋네요 업체도 맘에 들고요 다른 비용 안 들어가고 매달 통신비만 납입하면 되고 종이도 무료로 주니 더 감사해요
5,재구매 배송도 빠르고 제품도 만족합니다 두 번째 구매입니다
5,재구매 아주 좋아요 손톱관리하기가 너무 좋아요
5,앞으로도 자주 이용할게요
5,씩 잘라가며 쓰고 있는데 세정력도 좋고 은근 오래 써서 좋아요 주방이 좁은데 플라스틱 퐁퐁이 커다란 것 있는 것보다 세제 방가 훨씬 보기도 좋네요 ㅎㅎ
5,아 왜 이렇게 이뿐지 실물이 더 이뻐요
5,그립감 좋고 튼튼하네요
5,설치도 쉽고 게임 종류도 많아요
5,샘플 사용하고 구매합니다 이거 바르고 다음날 세수하고 나면 진짜 좋아요 부들부들하고 피부에 미세하게 느껴지는 요철이 없어져요
5,구성비 품질 모두 좋았습니다
5,넉넉하게 구매해서 먹을 거라 좋네요
5,흘러내림 없이 잘 걸리네요 대만족입니다
5,베란다에 뒀는데 빔프로젝터 보기 좋은 채광이네요
5,항상 사용하는 색상 너무 좋아요
5,보들보들하니 좋아요
5,배송도 빠르고 아이 방에 잘 어울려요
5,깔끔하고 여자 혼자서도 거뜬히 할 수 있어요
5,아주 막 고급스럽진 않지만 아주 막 싸 보이지도 않는 그런 느낌이에요
5,배송도 빠르고 상품 꼼꼼히 검수해서 보내주셨어요
5,배송 빨라서 좋았어요 다른 제품 많이 사용해보진 않아서 비교 대상이 없지만 두께감이나 촉감 모두 만족스럽네요
5,머리 남자요 땀 많아서 버프나 쪽 모자 생각해서 라지요 잘 맞아요 자석 버클이 신기하네요
5,생각보다 사용하기 편리해요
5,갑자기 바퀴가 많이 출몰해서 이곳저곳 발라놨는데 낮에는 별 반응 없더니 밤 되니 자기들끼리 모여서 아주 파티를 하네요 ㅎㅎㅎ 많이 먹고 얼른 다 죽었으면 좋겠어요
5,재구매 만족 재구매 했습니다
5,좋아요 누드로 구매했어요 손톱 색이 은은하니 너무 좋아요 그리고 보기에도 건강하게 보여요 여기 제품 다른 거 쓰다가 바꿔봤어요
5,적극 추천합니다 카톡으로 시안을 보내주셔서 원하는 방향대로 수정도 할 수 있었고 구매 여부를 확정하는데 더 도움이 되었습니다
5,보라색인데 예뻐요
5,생각보다 연한 색이었어요
5,비염에 효과 있길 기대됩니다
5,스마일 공갈젖꼭지 너무 귀엽네요 아직 사용은 안 해봤지만 입에 닿는 부분이 최소화여서 침독 오를 일이 적을 것 같아요
5,딱이에요 딱 완전 잘 쓰고 있어요
5,침구 너무 좋아요 손도 도톰하고요 딸아이 방 핑크 침구에서 화이트 침구 바꾸니까 방까지 환해지네요
5,호기심 자극해서 아기가 손을 잘 씻네요
5,제품이 좋은 거 같아요 아직 사용해보지는 않았는데 제품이 아주 좋은 거 같아요 사용해보고 다시 구매할 수 있을 거 같아 요배 송도 아주 빨라요
5,배송 맛 유통기한 만족입니다
5,재구매 계속 재구매하고 지인한테 선물하려고 더 구매함 ㅎ
5,만족합니다 주문한 것 다 좋네요
5,구성비 모니터 이만한 거 없는 거 같네요 ㅋㅋ
5,주문 다음날 도봉지점에서 설치 가능하다고 먼저 연락 주시더라고요 제품은 잘 받았습니다 내일 당장 설치해야겠어요 기대되네요
5,잘 빠지고 식기세척기에도 문제 업네요
5,어머니 댁에 또 놓아드렸어요 추천합니다
5,콜트에 끼워서 연주해봤는데 소리가 상당히 좋고 풍부합니다
5,좋은 쌀 잘 받았습니다 많이 파세요
5,강추합니다 남자분들이 거 쓰세요
5,할아버지 댁 놀러 갈 때 가져가기 좋아요 윷놀이 말고 아이들이랑 할 수 있는 게임이라 정말 좋네요 고스톱을 자연스럽게 끊었어요
5,가격이 사악하지만 잘 쓰고 있어요 ㅋㅋ 좋아요
5,딱 세 단어로 설명 가능 깔끔 저렴 튼튼 진짜 좋습니다 재구매한 겁니다 감사합니다
5,좀 시끄러운 거 말곤 좋아요
5,배송도 빠르고 해충 제거에 좋아요
5,이뻐요 냄새는 나는데 빨면 될 거 같고 핏이 엄청 이뻐요 날씬해 보이고 편해요 근데 많이 비쳐서 속에 신경 써서 입어야 할 거 같아요
5,재구매 사이즈가 커피 마신 한 잔에 딱 적당하네요 머그컵은 좀 큰 감이 있었는데 좋아요
5,좋아요 이번엔 길이도 정확하고
5,싸게 나와서 샀는데 아주 마음에 드네요
5,혼합수유 중에 도움이 된 거 같아요 무엇보다 삶기에 좋아서요 ㅋ 배앓이도 거의 없어요 많이 파세요
5,디자인은 사진과 같고 의자가 견고하고 튼튼합니다
5,패드 소량으로 잘 구입했습니다 빠른 배송도 좋고요
5,좋아요 순면 양말 찾다가 구매하게 되었는데 면이 좋아요 이번이 두 번째 구매입니다 배송도 빠르고 색상도 다양해서 마음에 들어요
5,시디를 진열하려고 샀습니다 장 정도가 여섯 칸에 다 들어가네요 튼튼하고 좋습니다
5,이거 대박이요 진짜
5,사이즈가 좋아요 일회용 장갑보다 사이즈도 작고 질겨서 잘 벗겨지지 않아 너무 좋아요 손에서 자꾸 빠져나가서 나물 무치고 나면 반쯤 벗겨졌었는데
5,처음 주문해보는데 아이가 물고기 있는 어묵국 잘 먹네요 맛있대요 ㅋㅋㅋ 이것저것 주문했는데 다 먹여 보고 또 주문할게요
5,교체 잘했어요 누구나 다 할 수 있을 것 같음
5,아이들이 너무 좋아하네요 쌀 때 빨리 사줄걸 후회해요
5,재구매 포장 잘 돼서 배송 왔어요
5,재구매 맛있고 좋아 요강추
5,두 번째 구매인데 간편하고 쭉 당겨쓰는 통으로 되어있어 편해요
5,햇빛 차단 잘 돼서 좋아요 거기에 이래서 구성비 최고
5,좋아요 구성비 굿
5,재구매 감가합니다 배송 빠르고 좋아요
5,재구매 두 번째 구매입니다 세 손목에 요 정도 느낌이에요 기존에 하던 팔찌보다 견고한 느낌이라 새로 샀어요 굿굿
5,생각보다 크기가 아쉽지만 만족합니다 배송도 빠르고 좋아요
5,맛보기 후 맛있어서 찾아서 구매했어요
5,적당히 잘 맞아요
5,여러 가지 먹여봐도 퓨어 있이 젤 맛있어요
5,곶감 맛이 좋네요 달달하고 디저트로 먹기 딱 좋아요
5,친구 선물해줬는데 너무 맘에 들어 하네요 ᄒᄒ
5,만족 만족 조아유ㅎㅎ유ㅓ ㅕ어놔태눈
5,맘에 쏙 듭니다 배송도 엄청 빨라요
5,재구매 재구매했어요ㅎ 향이 좋아요
5,너무 예쁘고 좋아요 디자인을 젤 우선으로 고른 거라 너무 만족합니닿ㅎㅎ 라디오는 좀 지지직거리는 것 같아요
5,꽈리고추도 많이 들어가고 멸치랑 맛이 잘 어우러져서 맛있게 잘 먹었습니다
5,역시 마우스는 로지텍 근데 이건 소리가 나는 제품이네요 ㅋ 잘 쓸게요
5,배송 빨랐고요 연결도 잘 되네요 많이 파세요
5,크기도 딱 좋고요 배송도 만족해요 화분도 말귀도 완벽해요 담에 또올껭너
5,이 좋은 걸 왜 지금 알았을까요
5,진하게 잘 우러나오고 고소한 게 마시기 편하네요 재구매 의사 있습니다
5,빠른 배송 슬림핏이라서 너무 타이 하면 어쩌나 했는데 딱 이쁩니다
5,맛나고 좋아요
5,자전거가 잘 나가요
5,멋있게 잘 입고 있답니다
5,배송 정말 빠르고 간편해요
5,요구르트나 머들러대용으로 좋아요
5,사용해보니 인식도 잘되고 쓰기 편해요
5,생각보다 괜찮습니다 감사합니다
5,너무 좋아요 갓성비
5,재구매 꿰맨 흉터가 많이 옅어졌어요 아직 더 붙여야겠지만 만족합니다 삼주 정도 쓰면 저렇게 돼요 ㅎㅎ 앞으로 애용할게요
5,이거 진짜 최고예요ᄏᄏᄏ 저는 또 사려고요
5,열무김치 처음 시켜봤는데 아삭아삭 정말 맛있어요
5,빠른 배송 감사합니다 많이 파세요
5,짤 쓰겠습니다
5,재구매 아주 마음에 듭니다 평생 팔아주세요 엉엉
5,엄마가 사용해보고 흡수력도 좋고 냄새도 덜 나고 좋다고 해서 꼭 이 제품으로 사달라고 해서 사드렸어요 다음에 또 사달라고 하실 것 같아요
5,재구매 좋아요 맘에 드네요 잘 입을게요
5,재구매 잘 받았습니다 개체 구매입니다 생리통 완화에도 좋고 손발 시린데도 좋아요 온 가족 사용하게 되네요 빠른 배송까지 고맙습니다
5,달콤하고 맛나요
5,편하네요 잘 쓰고 있습니다
5,등 드림이 좋아지길 바라요
5,진짜 콩으로만 한 느낌이 할 건강해지는 맛이에요 맛있어요
5,친절하고 좋아요 많이 파세요
5,생각보다 싱싱하고 맛도 좋았습니다
5,배송도 빠르게 잘 왔고 쿠키도 다들 맛있다고 했어요
5,재구매 항상 먹던 곳이요 이번에도 실망시키지 않았네요
5,생각보다 귀엽고 받는 사람이 매우 만족했어요
5,아주 좋아요 비닐도 튼튼하고 활용도가 너무 좋아서 재구매했습니다 집들이 선물로 줬는데 받는 사람도 너무 좋다고 하네요
5,배송도 빠르고 제품도 짱짱함 가위로 원하는 사이즈대로 재단해서 쓰면 간단 설치 가능
5,ㅋ 너무 이쁘자나욧화려하지만 또 단정한 거 같고 너무 좋아요
5,땀 차는 건 어쩔 수 없지만 허리 잘 늘어나고 편해요
5,빠른 배송해줘서 잘 쓰고 있습니다
5,패밀리 침대로 쓰려고 구매했어요 배송도 제품도 만족합니다
5,배송 빠르고 저렴하게 사서 만족합니다
5,블랙류즈는 처음인데 만족 이용
5,가볍고 깔끔하네요
5,여러 번 재구매 한 제품이에요 효과 좋아요
5,배송도 빠르고 생각보다 꽤 튼튼해서 좋았어요 색상도 디자인도 예뻐요
5,잘 받았습니다 잘 먹도록 하겠습니다
5,아기가 너무 좋아해요 처음 쓸 때 관심 없을까 봐 걱정했는데 한방이 덥석 진 작살 걸 그랬어요
5,기름지지 않게 잘 마무리되어서 좋았습니다 효과 있었으면 좋겠네요
5,넘좋아우ㅗ굳굳구둑굳
5,좋아요 여기서 또 구매합니다 품질 대비 가격이 좋은 것 같아요 그래서 ㄸ느 구매합니다 다음에 또 구매하겠습니다
5,애들이 왓 전 좋아해요 굿굿굿
5,가볍고 데일리로 하기 편하네요
5,소음도 적고 무엇보다 잘 밀려요
5,빠른 배송 냉동실 정리용으로 구매했는데 다음날 바로 도착했어요 따로 세척 없이 그대로 사용하는데 괜찮은 거죠 냉동 시리 정리하고 남는 건 반찬 같은 거 선물할 때 쓰면 깔끔해서 좋을 것 같네요
5,사이즈 만족 사용 편리
5,싸게 잘 샀어요 만족합니다 ㅎ
5,항상 쓰니까 뭐 항상 만족
5,마음에 들어요 부족한 부품 구매했네요 ㅎㅎ
5,표준보다 더 편해요
5,장거리 배송에도 엄청 싱싱하고 건강하게 도착한 꽃이 너무 예쁘네요 장미는 처음이라 손질하는 법도 잘 몰라서 걱정했는데요 도착하자마자 수분 듬뿍 주었더니 하루하루 활짝 피어나네요 신경 많이 써주신 것에 감사합니다 신뢰 그림같이 이뻐요
5,향이 적당히 나고 지독하지 않아 좋네요
5,재구매 족저 근막염 때문에 재구매했어요
5,정말 맛있게 먹었습니다 신선하고 어찌나 고소하던지 강추강추
5,사용 후 상쾌함이 좋아요
5,아이들이 조합해요 맛있고요
5,나의 첫 그라인더 비교는 어려우나 세척도 편하고 가격이 좋아요
5,통증이 심했는데 많이 좋아졌어요 손가락이 아파서 오늘 또 붙여어요 감사합니다
5,일주일에 한 개씩 주는데 감당이 안 되네요 좋아라 합ㄴ디ㅏ
5,배송도 빠르고요 포장도 꼼꼼하게 포장되어 잘 왔습니다 여러모로 만족하고요 담에 또 주문하겠습니다 수고하십시오
5,이쁘네요 색깔도 이쁘고 배송도 빨랐습니다ᄏᄏ만족해요
5,재구매 시댁에 정기적으로 보내드리고 있는데 좋아하세요 미니 양배추를 먹고 혈당을 재면 혈당이 떨어진다고 좋아하시네요 고맙습니다
5,가성 비민족 빠른 배송 감사합니다
5,택배 엄청 빠르게 왔어요 물건도 튼튼하고 좋네요
5,아주 좋아요 야마하
5,재구매 잘 받았습니다 첫 구매에서 맘에 들어 재구매 합니다
5,재구매 남편이 애용하는 제품입니다
5,화면과 같이 예쁘네요
5,많이 작아요 사이즈인 저에게도ㅎㅎ
5,은박 껍질 다 벗기면 안 되는 거 아시죠 반만 열어야 한 덩어리 되는 참사를 막을 수 있어요
5,아기 낳은 친구에게 선물하려고 구입했습니다 디자인과 색감 모두 마음에 들고 선물 받은 친구도 좋아해서 만족합니다
5,고창 풍천 장어 구매했더니 포장도 잘 되고 너무 맛있어서 담에 재 구매할게요 가끔씩 구매해 먹을 거예요 양념도 추가해야지 좀 부족했어요 많이 파세요
5,설치 후 너무 예쁘네요 너무 마음에 들어서 더 주문합니다 잘 부탁드립니다
5,아주 부드럽고 좋아요 ㅎㅎㅎ 다음에 또 주문할게요
5,욕조 그네 너무 만족해요
5,이때까지 써본 테이프 중에 최고네요
5,심플하니 너무 예뻐요 기본으로 하기 딱이에요
5,재구매 가격이 저렴해 그다지 큰 기대 없었는데 크레마도 풍부하도 너무 맛있어서 재구매했어요 캡슐 색이 좀 촌스러운 것 빼면 모든 게 만족스러운 커피 캡슐
5,가습 양도 풍부하고 물도 많이 들어가네요 디자인이 너무 예뻐요
5,젛아요 싸게 질 샀습니다에
5,가격 대비 먹을만하다고 봅니다
5,이제 문 열 수 있어서 좋고 배송 빠르고 좋아요
5,핑크 색상이 조금 밝은 것보다 한 톤 다운된 느낌이에요 그래도 너무 이쁘고요 넉넉하게 산다고 샀는데 살 때 더 살 걸 하고 후회했네요
5,바닥 접지력이 우수하네요
5,한 손으로 핸들링 가능하고 밑에 수납 바구니도 있고 좋네요 무엇보다 아기가 너무 좋아해서 맘에 듭니다 많은 고민 끝에 고른 제품인데 생각보다 더 좋아요
5,하나도 예쁜 상자에 담겨 왔어요
5,느낌은 좋습니다 열 많은 아들 덮어줬는데 잘 자요 ㅎㅎ
5,가격 대비 참 괜찮아요
5,깔끔하고 길어서 좋네
5,개마싱썽 개마싱썽 개마싱썽 개마싱썽 개마싱썽 개마싱썽 개마싱썽
5,좋아요 ㅋㅋ ㅎㅎ 가벼유
5,디자인도 깔끔하고 실물도 너무 예뻐요
5,쉽게 타피오카를 만들어 먹을 수 있어서 좋네요ㅎㅎ
5,매우 만족스럽습니다 던져보고 싶네요
5,묻말따말 최고입니다
5,잘 사용하고 있습니다 인쇄 품질도 아주 굿굿
5,이렇게 싸게 멀티탭을 사다니 정말 싸게 멀티탭을 샀습니다 멀티탭을 마트에서 살려면 여기보다 훨씬 비싸게 주고 사는데 더 질 좋고 싼 멀티탭을 사서 기분이 좋네요
5,재구매 자극 없이 무난히 쓰기 좋아요 재구매 의사 있어요
5,우리 아이가 어린이날 선물로 사 달라 했는데 배송도 빠르고 좋아해요 참 신기하네요
5,만족하고 갑니다 쓸만하네요
5,맛있어요 꾸준히 먹어서 건강해지겠습니다
5,배송 빠르고 색상 이뻐요 스티커 붙였어요 오성급 만족입니다
5,동생이 필요해서 주문했는데 만족해요
5,재밌고 좋아오다 하고 딴 거 또 해야지ᄒ
5,개 주문했는데 색상과 무늬가 조금 다르네요
5,따로 손질할 필요 없이 엄청 깨끗하게 와요 다음에 도 등갈비 필요하면 여기서 주문할 거예요
5,좋아요 전에 쓰던 거는 두 개가 다 고장이 났네요 이번엔 신제품으로 바꿨어요 음성이 나오니 부모님 쓰시기도 좋겠어요 배터리 교환이 쉬워져서 좋아요
5,스테인리스 휴지통 깔끔하고 좋아요 사면 리터 쓰레기봉투 딱 맞을 줄 알았는데 봉지보다 좀 좁네요
5,재구매 넘넘 편하고 시원해서 재구매하였네요 번창하세요
5,임용 준비하는데 사용하려고 구입했어요 반복 주기가 자동으로 되어있어 도움이 될 것 같아요
5,사이즈도 맘에 들고 포장도 깔끔 비싼 진주 귀걸이 한쪽 잃어버려 속상했는데 진품만큼 이뻐요
5,디자인도 귀엽고 엄청 편해요 부드러워서 잠이 잘와요ㅎㅎ
5,행사로 저렴하게 잘 샀어요 급하게 주문했는데 빠르게 왔어요
5,속도 최고이고 좋아요 근데 온 오프가 불편해요
5,여기가 젤 저렴해서 샀는데 만족합니다ㅎ
5,싸게 잘 구매했습니다ᅡ
5,무난한 블랙 선택했습니다 잘 사용하도록 하겠습니다
5,가격이 단연코 최고이고요 그기에 각각 다른 색상의 끈 여유분을 두 개씩이나 동봉해서 의외였어요 조금 신다가 끈을 바꾸어 변화를 주는 것도 괜찮을 것 같아요 좋습니다
5,생각했던 것보다 좋아요 단 인용 밥솥은 다 들어가지 않아요
5,늘 병으로 먹다 봉투로 주문했는데 병을 아낄 수 있어 기분이 좋아요 맛은 늘 최고
5,배송이 빨라요 생각했던 것보다 크기가 작네요 그래도 내 방의 공기 정화는 될 거라 생각하며 열심히 쓰려고요 전기 요금도 얼마 안 나간다고 하니까 믿고 쓰는 거죠
5,재구매 계속해서 구매해서 먹는 떡볶이예요 담엔 블로그 포스팅 한번 하려고요 떡 너무 좋아요
5,살짝 매콤하고 아삭해요 익어갈수록 더 맛있음
5,제가 원하던 사이즈에 보들보들한 촉감도 우리 아이에게 딱이에요 피부가 예민한 편인데 안심하고 쓸 수 있을 거 같고 접어서 어린이집 보내니 세상 편하네요
5,저한테는 딱 정 사이즈 잘 신을게요
5,각자가 원하는 디자인으로 만들어진 세상에 하나뿐인 컵이라는 점에서 무척 의미 있는 것 같아요 그리고 제작 담당자분께서 꼼꼼히 제작해주시고 주문 과정에서 모르는 점 여쭤보면 친절하게 답해주세요 잘 쓰겠습니다 감사합니다
5,이뻐요 잘 쓸 거 같아요
5,빠른 배송 상품도 가격 대비 준수하네요 래틀 바이브 도장상태는 좀 스피너 베이트는 훌륭하네요
5,다크 그린 예뻐요 그린 계열 좋아해서 다크 그린 겟 했네요 사진보다 실물이 다 예쁘네요 얼른 하고 싶어요 ㅎㅎ 잘 쓸게요
5,저렴한 한 가격에 쵝오에여ㅋㅋ 마니 마니 파세요
5,구성비 최고네요 배송도 빠르고 좋아요
5,만족해ㄷ오오 오소소
5,좋아요 좁은 입구 씻을 용도로 샀어요
5,반디 엘이디 반디 엘이디 만족합니다 밋밋한 부분에 포인트로 주기에는 저렴한 가격에 제품 만족합니다 만족합니다 만족합니다 만족합니다 은은히 비추어져 승하차 시
5,빠른 배송 너무 좋았습니다
5,재구매 항상 맛있게 잘 먹고 있네요 이번 커피도 짱짱
5,여름 필수품 지속력도 좋고 저한테는 너무 좋았어요
5,가격 대비 너무너무 맘에 듭니다 나중에 또 재구매할 거예요
5,만족해요 아이도 좋아하고요
5,바빠서 개봉도 못해봤는데 좋은 제품이라 믿어요
5,깔끔하고 좋아요 조립하기 간단하고 사진이랑 비슷한 게 이쁘네 요배 송도 빠르고 좋아 요다음에 또 사고 싶네요 ㅎㅎ
5,샐러드 잘 안 먹는 신랑도 이 소스랑 먹으니 맛있다고 잘 먹더라고요 ㅎㅎ 뿌듯했어요 많이 뿌리면 속이 좀 쓰리라 하기도 하는데 적당히 해서 먹으면 감칠맛 돌고 야채샐러드도 더 많이 먹을 수 있게 되고 ㅋㅋ 역시 소스가 최고
5,촉감이 시원해요
5,재구매 두 번째 구매했어요 여름 서쪽 햇빛이 들어와도 많이 덥지 않아요 만족해요
5,아주 만족해요 배송도 빠르고 진짜 머릿결 부드러워져요 ㅎ
5,선물했는데 예쁘다고 좋아했어요
5,재구매 추가 주문에도 친절히 대응해줘서 너무 좋았어요 주변에 홍보 많이 할게요
5,카니발에 넣고 쓰는데 일체형인 듯 색깔 잘 어울립니다
5,만족합니다 또 시켯더요
5,대박 플레이 내내 너무 편해서 깜짝 놀랐습니다 재구입 합니다
5,바이오 오일은 처음 써보는데 저는 제형이나 흡수력 전부다 만족스러워요 가격도 저렴하고 재구매 의사 프로입니다
5,빠른 배송 친절한 전화 설명까지 감사드립니다
5,가격 대비 품질 최고이고요 배송도 빨랐어요 감사 감사요
5,살 딸아이 선물 만족합니다 이쁘네요 좋아요 앞으로 연주 배워서 잘 사용할게요 감사합니다 좋아요 고마워요 아하하
5,대용량 싸게 사서 온 가족이 나눠먹었어요ㅎㅎ 다음에 또 이용하겠습니다
5,유치원 만들기용으로 주문했습니다
5,시원하고 신축성이 좋아서 너무 편해요
5,감사합니다 ㅎㅎㅎ 좋은 제품이군요 포장은 좀 그렇지만 그래도 물건이 양호하군요 ㅎㅎ 잘 쓰겠습니다 ㅎㅎㅎ 고 마우ㅗ요
5,재구매 늘 잘 먹고 있습니다
5,딸한테 선물로 보내줘어요 유용하게 잘 사용한다네요
5,모양도 좋고 무게 조절되어 좋네요
5,아직 뜯어보지는 않았는데 출산 후 관리하는 거라 제발 좋기를 바랍니다
5,재구매 저렴한 가격에 구매할 수 있어 좋습니다
5,와 대박 너무 만족해요 혼자서도 쉽게 붙였어요 또 구매할 예정이에요 벽지 하나에 집 분위기가 확 바뀌었네요
5,색감도 이쁘고 아기한테 잘 어울려요
5,와우 데일리에 딱 깔끔하고 데일리로 사용하기에 정말 좋네요 덕분에 결혼식 행사 예쁘게 잘 치렀어요 적당히 압박해줘서 편안하게 사용할 수 있었어요 좋은 제품 저렴한 가격에 감사합니다
5,딱 구성비 좋은 제품입니다
5,제품이 정상 제품이고 가격도 저렴하고 너무 좋아요
5,신랑이 기관지가 안 좋아서 관리 차원으로 샀어요 간편하니까 매일 아침마다 잘 챙겨 먹어요
5,즐겁게 잘 다녀왔습니다
5,젛아요 아냐 코너라 느 어처 누어 텅
5,빠른 배송과 타 사이트보다는 조금 저렴해서 구매했어요 감사합니다
5,빠른 배송 최고예요 아기가 자서 아직 써보진 못했는데 사진 그대로라 잘 쓸 거 같아요
5,꾸준히 먹고 있어요 빈혈기가 조금 없어진 것 같고요
5,세수하고 바로 발라주니 땅김이 없어요
5,먹이는 사료입니다 중성화 수술 후 체중조절식으로 먹이고 있습니다 변도 이쁘게 잘 누고 좋아요 통 나누어 놓고 먹입니다 이번에 온 사료는 지퍼팩이 되어 있습니다 참고하세요
5,좋아요 조라요 아 줄 아
5,빠른 배송과 상품이 괜찮아요
5,육포도 짭짤하니 맛이ㅅ어요 포장도 깔끔하고 오래 먹을듯해요
5,핑크 골드 구매했는데 너무 예쁘네요 손가락 야리야리해 보여요
5,잘 데쳐있어서 편하고 좋아요
5,아크릴이 아크릴이라서 별다를 건 없습니다 좋습니다
5,너무 좋ㅇ요
5,세 인력도 너무 좋고 전 아직 충전도 안 했는데도 사용 잘 돼요 ㅎㅎ
5,배송 빨라요 싸고 좋네요
5,역시 좋네요 덕분에 맛있게 먹었네요 지리산 참숯이 봉지가 덜왔는데 그건 담번에 재구매 할 거니깐 그때 같이 보내주세요 친절한 대응 감사드려요
5,재구매 배송도 제품도 너무너무 좋습니다
5,연말 연휴 끼어 늦게 올까 걱정했는데 그래도 배송 잘 받았어요 아기에게 먹이려고 구매한 건데 유통기한도 넉넉하고 좋습니다 또 구매하러 올게요
5,생각했던 데로 너무 괜찮아요
5,피로회복에 비타민 필수ㅠㅠㅠ
5,재구매 빠른 배송 감사합니다 기분 좋은 하루 보내세요
5,재구매 집 밥 같아서 너무 좋아요
5,좋아요 연장이 필요하긴 했디만 설치도 생각보다 어렵지 않았고 화질도 좋네요 화질은 집에 있는 승용차 순정 카메라보다 좋은 거 같습니다
5,커서 마음에 들어요 아기랑 엄마 둘 다 잘 수 있어요
5,매우 좋아요 빠른 배송
5,조금 솜이 부족한 듯 가격이 저렴하니
5,겨울에도 물놀이할 수 있어 좋네요
5,저렴하게 잘 산거 같아요 사이즈도 편하게 잘 맞네요
5,아들이 농구를 좋아해서 전시용으로 샀어요 너무 좋아합니다
5,홈에 쓰려고 샀어요 잘 작동됩니다
5,저도 답례품으로 받아서 먹고 맛있어서 주문했어요 감사합니다
5,휴지 잘 쓰고 있어요 싸게 잘 샀어요
5,과수원 작업할 때 써요 좋아요
5,흡수 잘 되고 좋습니다
5,색도 예쁘고 깔끔하게 수세미를 쓸 수 있어 기대됩니다
5,지방이 없다 보니 질기긴 하지만 맛있어요 도시락 싸기도 딱 좋고 이것저것 활용 가능할 거 같아요
5,밋밋한 옷에 달아보러 귀요
5,재구매 옷걸이가 너무 맘에 드네요 옷이 흘러내리지 않아서 좋아요
5,맛있어요 흑사탕 흑사탕
5,좋네요 사이즈가 애매해서 좀 넉넉히 입으려고 크게 샀어요 작은 것보다 큰 게 나을 거 같아서 기장이 살짝 길지만 좋네요 ㅎ
5,그린맘 젖병 등 쭉 놓고 보니 그저 빙그레 웃음만 기분 좋아지게 하는 젖병이에요
5,색 마을에 들고 뉴스로 느낌이에요 ㅎㅎ
5,아직 사용 전인데 워낙 후기 좋은 제품이라 믿고 써보겠습니다
5,워낙 아이가 좋아하는 제품이라 주문했어요
5,디자인은 무난하고 카드 수납 너무 편해요
5,재구매 두 번째 구매예요 엄마표를 위해서 바인더 하는 곳에 활용하기에 굿입니다
5,마른 색 하나 없이 잘 쓰고 있어요
5,재구매 출장이 잦아 컵라면으로 끼니를 때울 때가 많았는데 죽으로 대체하니 속도 편하고 부담 없이 잘 먹고 있어요 특히 뜨거운 물에 포장 용기를 넣을 수 있어서 보온하기에도 편했습니다
5,맛고 상큼하고 먹기도 편리합니다
5,자주자주 이용할게요 저렴하게 잘 구입했어요
5,아직 안 써봤어요 수채통 안 씻어도 된다는 게 너무 좋네요
5,재구매 잘 받았어요 늘 잘 먹고 있습니다
5,항상 주문하던젭품입니다 추가로 영양제까지 주셨네요
5,한 달 동안 써보니 액션 비거리 최고예요
5,재구매 용기가 큰 거 빼고는 다 좋아요
5,오징어 구워 먹고 싶어 샀는데 괜찮네요
5,맘에 들어요 잘 먹고
5,항상 먹는 위드 맘이라 좋습니다
5,재구매 계속 묵던 거라 잘 먹아고 있어요
5,잘 입을게요 너무 좋아요
5,허리가 작게 나와요 허벅지는 큰 듯
5,모자 뜨기 좋아요
5,양면 사용이라 실용성도 높고요 파란 체크무늬는 여름에 시원해 보이는 아이템으로 아이 멋 내기에 딱이네 요암 튼 너무너무 이뻐요 만족 만족합니다
5,정말 좋아 딱 좋아 착용감 굿
5,다른 곳에서 보낸 꽃보다 시든 것 없이 모두 싱싱해서 좋았습니다
5,편하고 좋은 것 같아요 배 부분이 조금 안 잠기는데 지방 흡입 후에 입을 거라 충분히 잡히겠죠 ㅜㅜ
5,깔끔하고 고급 져요 기대 이상입니다 잘 사용하겠습니다 다만 강아지가 긁으니 실밥이 풀려서 손바느질했네요 소파에 올라오는 반려견과 함께 사시는 분은 참고하세요
5,휴대용으로 들고 다니면서 쓰기 편합니다 배송은 일 정도 결렸어요
5,깔끔하고 이쁩니다 안정성은 당연 지금 확인을 못하고 성능이야 상향 평준하겠죠 근데 이뻐요 모난 곳도 없고 이걸로 설명이 끝난 듯
5,잠자기 편안해서 하나 더 구입합니다
5,색깔도 좋고 사이즈도 좋아요
5,묵직한 게 튼튼해 보이네요
5,집이 좁아 정수기 설치는 할 수도 없어서 생수를 사 마셨는데 막상 매번 생수통이 버리기가 귀찮아지려는 찰나에 주변 분이 추천해주셔야 구매했어요 수돗물은 그냥 마시기가 매번 힘들었는데 걱정 덜고 안심하게 물 마시고 있어요
5,신랑이 마음에 든다네요
5,은은한 비누냄새 너무 좋아요 쓰고 또 살게요
5,색감 이쁘네요 근데 하얀 케이스에 때가 많이 타있어서 선물용으로는 못쓸듯해요 여하튼 이쁨 자석도 짱짱하고
5,배송 너무나 빨라서 놀랐습니다 감사합니다
